NULL,不管用,10
NULL,不怎么好用,10
看着,挺好,10
商家,无良,10
味道,很重,10
购物,不愉快,10
NULL,烫,10
图像,清晰,10
包装,破,10
NULL,夸张,10
原装,正品,10
NULL,过分,10
NULL,方便实用,10
NULL,标准,10
颜色,不对,10
感觉,一般般,10
东西,破,10
NULL,用不上,10
质量,不怎么好,10
质量,还好,10
NULL,轻便,10
NULL,不靠谱,10
NULL,费劲,10
NULL,凉,10
包装,烂,10
手机,好,10
NULL,厚实,10
服务,差,10
NULL,适用,10
味道,不喜欢,10
NULL,受不了,10
NULL,没有问题,10
充电,快,10
NULL,较小,10
NULL,太少,10
NULL,一模一样,10
穿着,舒服,10
NULL,不影响,10
感觉,差不多,10
送货,挺快,10
送货速度,很快,10
NULL,高清,10
NULL,顺滑,10
NULL,美中不足,10
看上去,不错,10
用着,一般,10
味道,怪怪的,10
NULL,二手货,10
态度,不错,10
颜色,漂亮,10
NULL,有杂音,10
态度,不好,9
手感,不好,9
NULL,漏气,9
时间,太长,9
物流,很慢,9
觉得,好,9
NULL,惊喜,9
NULL,大方,9
NULL,不干,9
物流,太差,9
NULL,到位,9
声音,响,9
NULL,便宜货,9
NULL,有点效果,9
NULL,充不了,9
NULL,讨厌,9
制冷效果,很好,9
颜色,不好,9
NULL,满足,9
NULL,包邮,9
头发,很干,9
手机,漂亮,9
NULL,烂货,9
NULL,智能,9
NULL,节能,9
NULL,有划痕,9
安装,到位,9
味道,很香,9
包装,坏,9
味道,重,9
NULL,锋利,9
NULL,不高兴,9
外观,好看,9
味道,好闻,9
感觉,不是正品,9
大小,正好,9
洗得,很干,9
香味,淡淡的,9
信号,差,9
设计,不合理,9
安装,很快,9
味道,很淡,9
颜色,不错,9
包装,粗糙,9
NULL,失败,9
NULL,残次品,9
NULL,拆过,9
NULL,偏小,9
手感,好,9
NULL,货真价实,9
NULL,超薄,9
NULL,鸡肋,9
感觉,正品,9
东西,坏,9
样子,不错,9
NULL,蓬松,8
网购,满意,8
NULL,不便宜,8
京东,喜欢,8
价格,不值,8
NULL,健康,8
包装,太差,8
安装,快,8
外观,还可以,8
货,无好,8
效果,还好,8
包装,精致,8
东西,差,8
京东,失望,8
系统,流畅,8
NULL,很暖,8
京东,给力,8
NULL,倒霉,8
NULL,努力,8
味道,可以,8
NULL,敏感,8
发货,挺快,8
包装,新,8
NULL,不占地方,8
快递,很好,8
感觉,干,8
价格,可以,8
电池,耐用,8
吸收,很快,8
音,很静,8
东西,很差,8
时间,很长,8
NULL,被用过,8
NULL,亏了,8
NULL,单薄,8
效果,还行,8
快递,不错,8
京东,差评,8
NULL,过多,8
东西,便宜,8
NULL,有意思,8
NULL,极差,8
电视,挺大,8
NULL,发错,8
NULL,盗版,8
NULL,不敢恭维,8
NULL,不新鲜,8
NULL,美观大方,8
京东,信赖,8
NULL,必备,8
NULL,免费,8
NULL,爽,8
NULL,时尚,8
性价比,挺高,8
性能,不错,8
味道,淡,8
NULL,不爱吃,8
NULL,稳定,8
NULL,刺痛,8
描述,不符,8
颜色,深,8
NULL,不适用,8
物流速度,快,8
卖家,很好,8
耳朵,疼,8
做工,太差,8
NULL,及时,8
图,便宜,8
图片,好,8
产品,正品,8
NULL,小巧玲珑,8
东西,一般般,8
NULL,经典,8
NULL,太假,8
味道,还行,8
态度,恶劣,8
书,很好,8
画质,清晰,8
NULL,太重,8
掉色,严重,8
制冷,不错,8
NULL,顺畅,7
香味,不喜欢,7
心里,不舒服,7
性价比,很好,7
觉得,还行,7
NULL,表扬,7
NULL,认真,7
NULL,次货,7
气味,刺鼻,7
物流,好,7
NULL,中评,7
快递,不给力,7
NULL,着急,7
物流速度,很快,7
NULL,危险,7
NULL,轻薄,7
做的,好,7
京东,值得,7
NULL,不牢,7
NULL,详细,7
服务态度,差,7
NULL,负责任,7
产品,有问题,7
价格,偏高,7
包装,结实,7
NULL,省事,7
灯,不亮,7
NULL,挺大,7
电视,好,7
噪音,很大,7
感觉,可以,7
东西,卓越,7
NULL,水润,7
老牌子,值得,7
亚马逊,假货,7
东西,太差,7
购买,不值,7
服务态度,不好,7
质量,不是很好,7
颜值,高,7
货,不对,7
运行速度,快,7
NULL,烫手,7
感觉,不舒服,7
使用,还可以,7
价格,不错,7
NULL,离谱,7
NULL,太软,7
材质,不错,7
NULL,强,7
NULL,吵,7
NULL,变形,7
NULL,气人,7
声音,不错,7
NULL,容易变形,7
商品,很好,7
感觉,差,7
NULL,不亮,7
续航,还可以,7
NULL,轻巧,7
制冷效果,不错,7
做工,不好,7
拍照,清晰,7
NULL,高端,7
价格,适中,7
NULL,有帮助,7
充电,很快,7
音质,不好,7
牌子,不错,7
NULL,负分,7
感觉,凉凉的,7
反应,慢,7
机器,不错,7
款式,不错,7
质量,不敢恭维,7
感觉,不正品,7
描述,好,7
NULL,不经用,7
包装,严实,7
味道,奇怪,7
NULL,没反应,7
NULL,功能齐全,7
NULL,不平,7
感觉,滋润,7
书,喜欢,7
NULL,容易脏,7
NULL,亏,7
NULL,环保,7
质量,不怎么样,7
NULL,太短,7
NULL,快速,7
总的来说,不错,7
NULL,接触不良,7
NULL,简洁,7
NULL,臭,7
客服,很好,7
NULL,不是新,7
NULL,拉肚子,7
NULL,对不上,6
口感,不错,6
东西,不贵,6
NULL,没还好,6
物流,可以,6
感觉,失望,6
NULL,顺手,6
空间,挺大,6
京东,信任,6
东西,还好,6
效果,差,6
NULL,腻腻的,6
颜色,很好,6
NULL,气派,6
NULL,发痒,6
屏幕,很大,6
物流,不错,6
NULL,高大上,6
反应,快,6
NULL,软软的,6
风扇,不错,6
NULL,新鲜,6
冰箱,不错,6
外形,好看,6
质量,没的说,6
内容,一般,6
宝贝,喜欢,6
购物,差,6
质量,没得说,6
NULL,不不好,6
NULL,漏出,6
质量,保证,6
要求,太高,6
NULL,很强,6
NULL,快捷,6
NULL,持久,6
NULL,黑屏,6
NULL,没有坏,6
洗得,干净,6
大品牌,值得,6
觉得,不值,6
NULL,符合,6
送货速度,慢,6
NULL,不清爽,6
煮蛋,方便,6
皮肤,适合,6
NULL,模糊,6
NULL,发黄,6
NULL,信得过,6
NULL,不如好用,6
NULL,太香,6
价格,还可以,6
京东,好,6
NULL,愤怒,6
尺寸,偏小,6
物流,垃圾,6
NULL,痛,6
保湿效果,不错,6
网购,失败,6
音质,好,6
发货,很慢,6
图片,好看,6
NULL,不咋的,6
要求,不高,6
质量,次,6
感觉,很干,6
NULL,不给力,6
NULL,可怕,6
手感,挺好,6
NULL,谨慎,6
感觉,舒服,6
NULL,起泡,6
NULL,没话说,6
NULL,真实,6
屏幕,够大,6
产品,一般,6
用着,还好,6
牌子,好,6
物流速度,慢,6
NULL,偏大,6
使用,不方便,6
购买,推荐,6
NULL,淡,6
用着,好,6
NULL,诚信,6
味道,不对,6
香味,很好,6
味道,差,6
京东,差,6
NULL,也好,6
东西,不好用,6
商品,满意,6
手机,挺好,6
NULL,神奇,6
商场,便宜,6
NULL,较干,6
快递,好,6
价钱,贵,6
NULL,享受,6
价格,太高,6
NULL,细心,6
安装师傅,很好,6
NULL,黏糊糊,6
NULL,粘粘的,6
NULL,美观,6
制冷速度,快,6
师傅,不错,6
NULL,纯粹,6
产品,劣质,6
感觉,清爽,6
感觉,盗版,6
NULL,很赞,6
电池,不行,6
噪音,很小,6
觉得,很好,6
NULL,省心,6
售后,不错,6
NULL,超赞,6
NULL,裂痕,6
味道,不是喜欢,6
用起来,舒服,6
效果,不是很好,6
手机,可以,6
效果,很差,6
NULL,老实,6
觉得,一般,6
产品,喜欢,6
快递服务,很好,6
NULL,没敢用,6
包装,可以,6
安装,麻烦,6
NULL,晃动,6
发货,及时,6
NULL,有质感,6
外观,挺好,6
京东,垃圾,6
NULL,通用,6
商家,黑心,6
NULL,弱,6
时间,短,6
机子,不错,6
NULL,不如好,5
服务,也好,5
NULL,粘毛,5
大小,适中,5
NULL,太久,5
NULL,太棒,5
冰箱,满意,5
差距,很大,5
NULL,值得一看,5
感觉,油腻,5
功能,很好,5
NULL,肿,5
样子,好看,5
亚马逊,很多,5
态度,挺好,5
NULL,白买,5
NULL,方便快捷,5
NULL,无力,5
物流,超慢,5
NULL,严实,5
NULL,太甜,5
NULL,厚重,5
安装,及时,5
NULL,迷你,5
东东,很好,5
NULL,牢固,5
东西,棒,5
亚马逊,信赖,5
描述,一致,5
NULL,精彩,5
购买,可以,5
价格,公道,5
盖子,坏,5
做工,很差,5
NULL,丑,5
NULL,good,5
NULL,渣渣,5
配送,很快,5
发热,严重,5
泡沫,细腻,5
NULL,大失所望,5
亚马逊,便宜,5
客服,不理,5
NULL,好闻,5
服务,垃圾,5
NULL,不是清楚,5
皮肤,敏感,5
NULL,挺干,5
洗,可以,5
感觉,没有好,5
NULL,良心,5
NULL,合理,5
味道,清新,5
NULL,足,5
功能,简单,5
价格,低,5
结果,失望,5
评价,好,5
性价比,可以,5
NULL,挺厚,5
价格,虚高,5
空调,很好,5
NULL,不用说,5
电视,满意,5
退换货,麻烦,5
大小,好,5
纸质,不错,5
服务态度,太差,5
量,太少,5
电量,不足,5
使用,可以,5
心情,不好,5
价格,还行,5
购买,慎重,5
NULL,缺陷,5
头发,干,5
东西,失望,5
功能,很多,5
包装,一般,5
空间,够大,5
续航,还行,5
质量,杠杠的,5
图片,深,5
NULL,不明显,5
京东,假货,5
内容,丰富,5
NULL,很新,5
冷冻,快,5
NULL,凉快,5
使用,不错,5
NULL,闹心,5
发热,厉害,5
快递,很慢,5
觉得,舒服,5
NULL,太高,5
用起来,很好,5
总之,满意,5
实体店,好,5
NULL,报废,5
NULL,过于,5
产品,可以,5
清晰度,不错,5
安装,免费,5
服务态度,不错,5
NULL,裂缝,5
东西,假,5
样子,很好,5
NULL,凉凉的,5
NULL,简陋,5
包装,垃圾,5
专柜,便宜,5
NULL,不差,5
NULL,太稀,5
亚马逊,可以,5
NULL,热情,5
NULL,糊弄人,5
质感,不错,5
质感,好,5
NULL,没得说,5
盒子,坏,5
冷冻效果,好,5
东西,次,5
商品,还可以,5
制冷,很快,5
显示效果,很好,5
用起来,还好,5
大小,不合适,5
NULL,好气,5
NULL,看不出,5
NULL,裂纹,5
书,挺好,5
包装,很差,5
NULL,清香,5
卖家态度,很好,5
NULL,没有神奇,5
牌子,喜欢,5
京东,可以,5
皮肤,不适,5
NULL,管用,5
NULL,很脏,5
态度,太差,5
像素,很好,5
接触,不好,5
价位,不值,5
价位,不错,5
味道,还好,5
东西,很快,5
NULL,糟糕,5
NULL,贴心,5
整体,还可以,5
实物,不符,5
NULL,不过敏,5
东西,不值,5
NULL,头疼,5
味道,挺好,5
声音,较小,5
NULL,人性化,5
感觉,没好,5
包装,很烂,5
NULL,恼火,5
图片,一致,5
皮肤,干,5
效果,没有明显,5
空间,很大,5
NULL,不正,5
产品,过期,5
到货,快,5
时间,太短,5
NULL,正确,5
外观,时尚,5
觉得,假,5
NULL,有点用,5
卖家,好,5
感觉,硬,5
NULL,无聊,5
内容,可以,5
价格,划算,5
样子,挺好,5
NULL,光滑,4
充电,可以,4
质量,凑合,4
电池,太差,4
手,失望,4
NULL,粘稠,4
NULL,过大,4
NULL,华而不实,4
NULL,起痘,4
京东,很快,4
NULL,较重,4
售后服务,太差,4
NULL,火辣辣,4
NULL,没有很多,4
原装,好,4
外包装,好,4
运行,快,4
颜色,好看,4
NULL,挺小,4
NULL,难过,4
NULL,麻痹,4
NULL,太长,4
耳机,不错,4
到货,失望,4
NULL,慎用,4
区别,很大,4
内容,很好,4
手机,坏,4
NULL,卡住,4
NULL,精美,4
价格,太贵,4
物流,很好,4
NULL,磨痕,4
NULL,易滑,4
容量,够大,4
NULL,很痛,4
运行速度,不错,4
效果,不怎么样,4
价格,满意,4
用起来,不方便,4
东西,不少,4
味道,好大,4
NULL,看不清,4
设计,不错,4
东西,不怎么样,4
NULL,凹进去,4
穿起来,舒服,4
音质,太差,4
东西,凑合,4
NULL,头晕,4
清晰度,好,4
性价比,好,4
盒子,烂,4
安装,仔细,4
NULL,很贵,4
纸,薄,4
质量,信得过,4
唇膏,滋润,4
商品,一般,4
描述,相符,4
包装,完美,4
NULL,高档,4
材料,好,4
NULL,崩溃,4
NULL,没有满意,4
外观,大方,4
包装盒,坏,4
风,很大,4
口感,很好,4
信号,可以,4
NULL,可笑,4
颜色,挺好,4
音质,差,4
NULL,无功无过,4
商品,还行,4
NULL,困难,4
使用,推荐,4
NULL,不是很稳,4
NULL,袖珍,4
客服,不错,4
信号,一般,4
整体感觉,不错,4
品牌,信赖,4
NULL,有待改进,4
NULL,臭臭的,4
NULL,突出,4
感觉,薄,4
NULL,黑心,4
NULL,爱不释手,4
NULL,很硬,4
NULL,气愤,4
NULL,难得,4
NULL,有损坏,4
洗衣机,很好,4
东西,齐全,4
颜色,不符,4
觉得,普通,4
口感,一般,4
吸收,好,4
掉毛,严重,4
品牌,值得,4
NULL,掉价,4
大小,正合适,4
NULL,废品,4
NULL,漏液,4
续航,可以,4
大小,刚好,4
广告,好,4
运行速度,很快,4
使用,流畅,4
颜色,鲜艳,4
鞋底,硬,4
品牌,不错,4
NULL,浅,4
看起来,好,4
NULL,很淡,4
携带,方便,4
袜子,不错,4
亚马逊,好,4
NULL,清凉,4
质量,不太好,4
速度,还可以,4
评论,好,4
NULL,很烦,4
NULL,没有明显,4
图,方便,4
试用,不错,4
NULL,吓人,4
刺激,温和,4
NULL,光泽,4
到货,慢,4
声音,好,4
材质,不好,4
东西,满意,4
味道,清淡,4
续航,很好,4
口感,好,4
尺寸,刚好,4
NULL,正合适,4
感觉,二手,4
网购,失望,4
NULL,惊艳,4
手机,满意,4
NULL,差太大,4
价钱,不便宜,4
NULL,忧伤,4
售后,垃圾,4
制冷效果,挺好,4
效果,没有好,4
NULL,迅速,4
购买,满意,4
NULL,最爱,4
NULL,冒牌,4
包装,仔细,4
心情,不爽,4
发热,容易,4
味道,太浓,4
包装,不是很好,4
塑料,硬,4
退货,可以,4
NULL,完整,4
网站,卓越,4
NULL,不紧绷,4
态度,也好,4
产品,满意,4
鸡蛋,方便,4
NULL,看不懂,4
手机,还可以,4
赠品,实用,4
NULL,打不开,4
服务,很差,4
NULL,没有瑕疵,4
牌子,很多,4
保湿效果,很好,4
NULL,费力,4
NULL,高兴,4
气味,很大,4
NULL,鼓励,4
NULL,轻松,4
码,正好,4
感觉,旧,4
NULL,很美,4
耗电,快,4
各方面,不错,4
东西,实用,4
NULL,不咋好,4
外观,可以,4
用起来,还可以,4
安装,满意,4
NULL,荒废,4
NULL,本来可以,4
做工,不行,4
外观,高大上,4
NULL,容易断,4
NULL,很稳,4
价钱,不贵,4
包装,漂亮,4
安装,挺快,4
样子,漂亮,4
做工,还行,4
声音,清晰,4
商品,不满意,4
头皮,很痒,4
掉色,容易,4
NULL,暗,4
NULL,很烂,4
NULL,low,4
NULL,低调,4
感觉,不对,4
NULL,可恶,4
香味,不错,4
效果,差不多,4
宝贝,挺好,4
NULL,不坏,4
纸质,一般,4
换货,麻烦,4
安装,慢,4
屏幕,好,4
解决,有问题,4
需求,满足,4
煮蛋,很快,4
觉得,适合,4
冰箱,很好,4
物流,差,4
设计,不好,4
NULL,摇晃,4
NULL,暴力,4
售后服务,好,4
NULL,差远了,4
设计,合理,4
服务,挺好,4
感觉,满意,4
字迹,清晰,4
宣传,好,4
速度,可以,4
空间,够用,4
NULL,变质,4
气味,很淡,4
口味,不错,4
皮肤,滑,4
NULL,不敢相信,4
评价,不错,4
性价比,一般,4
NULL,没有惊喜,4
线,太短,4
NULL,开封,4
NULL,保障,4
NULL,费时间,4
吸收,慢,4
东西,好用,4
京东,放心,4
商品,不好,4
NULL,不贴合,4
东西,贵,4
洗,痒,4
香味,刺鼻,4
NULL,平衡,4
NULL,不清晰,4
NULL,变色,4
塑料,薄,4
屏幕,很好,4
价格,给力,4
温度,可以,4
运行,很快,4
NULL,高大,4
容量,很大,4
NULL,方便携带,4
包装,旧,4
看起来,还可以,4
穿上,舒服,4
物流,超快,4
问题,很多,4
图片,差,4
色彩,好,4
风力,很小,4
看着,清楚,4
服务态度,也好,4
信号,不好,4
客服,贴心,4
头皮,痒,4
京东,快,4
NULL,凉爽,4
快递,差,4
NULL,爱理不理,4
NULL,愉快,4
NULL,狗屁,4
信号,好,4
速度,不错,4
反应,很快,4
NULL,正规,4
气味,难闻,4
NULL,不香,4
漏水,严重,4
NULL,好玩,4
NULL,松动,4
NULL,有分量,4
效果,一般般,4
服务,棒,4
NULL,纳闷,4
客服服务,好,4
服务,热情,4
NULL,脏兮兮,4
NULL,没事,4
客服,不行,4
洗衣机,不错,4
颜色,不正,4
NULL,看不见,4
安装,容易,4
NULL,纠结,4
感觉,不好用,4
快递,不行,4
服务,不好,4
NULL,笨重,4
NULL,不持久,4
NULL,想吐,4
客服态度,好,4
NULL,很爽,3
优惠,更好,3
NULL,乱七八糟,3
功能,正常,3
NULL,下滑,3
觉得,挺好,3
价格,不算贵,3
店,贵,3
画质,可以,3
包装,很多,3
NULL,不要犹豫,3
服务态度,满意,3
快递小哥,辛苦,3
NULL,高级,3
制作,粗糙,3
专柜,淡,3
看起来,很好,3
购买,方便,3
品质,很好,3
NULL,蛮快,3
图片,相符,3
价位,差不多,3
NULL,异常,3
使用,好,3
觉得,很干,3
包装,拆过,3
快递小哥,赞,3
NULL,不能理解,3
NULL,洁面,3
照片,可以,3
NULL,真皮,3
NULL,精神,3
衣服,不错,3
配件,齐全,3
气味,不错,3
NULL,吃亏,3
上色,很好,3
NULL,挺多,3
安装,可以,3
感觉,很脏,3
书,坏,3
NULL,不顺,3
NULL,灵活,3
样子,可爱,3
发货速度,超快,3
NULL,没诚信,3
性价比,蛮高,3
NULL,疙瘩,3
产品,还行,3
感觉,没有舒服,3
评论,很少,3
手机,差,3
组装,好,3
价格,快,3
货,好,3
觉得,一般般,3
充电速度,快,3
客服服务,很好,3
感觉,麻烦,3
觉得,干,3
NULL,不能坑,3
NULL,不锋利,3
东西,漂亮,3
感觉,普通,3
NULL,狗屎,3
京东,不错,3
退货,方便,3
京东,失败,3
使用,很好,3
NULL,不是好,3
安装,很多,3
款式,喜欢,3
东西,喜欢,3
物流,差评,3
NULL,安心,3
NULL,没有喜欢,3
手感,也好,3
NULL,不卡顿,3
噪声,很大,3
NULL,易懂,3
材质,很好,3
价格,正品,3
头皮,发痒,3
价,不错,3
NULL,杠杠的,3
觉得,假货,3
NULL,通俗,3
防晒效果,一般,3
NULL,占地方,3
送货时间,太长,3
清洗,容易,3
NULL,不能便宜,3
味道,受不了,3
NULL,以次充好,3
NULL,沉甸甸,3
NULL,不如普通,3
